"","buying","maint","doors","persons","lug_boot","safety","class"
"647","vhigh","high","5more","4","small","high","unacc"
"648","high","vhigh","5more","2","med","med","unacc"
"649","vhigh","med","3","4","big","low","unacc"
"650","med","low","4","2","small","low","good"
"651","vhigh","med","4","more","small","low","unacc"
"652","high","vhigh","3","2","small","high","unacc"
"653","low","high","4","4","big","med","acc"
"654","med","low","3","more","small","high","acc"
"655","high","high","2","more","med","med","acc"
"656","high","med","4","2","big","med","unacc"
"657","med","low","2","2","small","low","unacc"
"658","low","med","5more","more","med","med","good"
"659","vhigh","low","3","4","med","high","acc"
"660","high","med","5more","more","med","high","acc"
"661","low","high","5more","more","med","high","vgood"
"662","low","high","5more","more","big","high","acc"
"663","high","med","2","4","med","low","unacc"
"664","vhigh","vhigh","4","more","med","low","unacc"
"665","high","vhigh","2","2","big","med","unacc"
"666","vhigh","med","3","2","big","low","unacc"
"667","vhigh","vhigh","5more","more","med","high","unacc"
"668","high","low","2","4","small","low","unacc"
"669","vhigh","high","5more","more","big","low","unacc"
"670","med","high","5more","4","med","low","unacc"
"671","high","high","2","4","med","med","unacc"
"672","vhigh","high","2","4","big","high","unacc"
"673","low","vhigh","4","2","med","high","unacc"
"674","med","vhigh","4","more","med","low","unacc"
"675","low","med","2","2","med","low","unacc"
"676","med","high","4","more","med","high","vgood"
"677","vhigh","high","4","more","small","med","unacc"
"678","vhigh","vhigh","5more","more","med","high","unacc"
"679","med","high","5more","more","small","med","unacc"
"680","high","high","4","more","med","high","acc"
"681","vhigh","vhigh","4","2","big","med","unacc"
"682","med","low","5more","2","big","low","unacc"
"683","med","high","3","2","small","med","unacc"
"684","high","vhigh","5more","more","med","low","unacc"
"685","low","high","5more","more","big","high","vgood"
"686","vhigh","med","3","4","med","high","acc"
"687","low","low","3","more","med","high","vgood"
"688","med","med","5more","more","small","low","unacc"
"689","high","low","4","more","small","med","unacc"
"690","vhigh","vhigh","2","2","small","low","unacc"
"691","high","high","2","4","med","high","acc"
"692","med","high","2","more","big","high","acc"
"693","high","low","2","2","med","high","unacc"
"694","vhigh","vhigh","5more","2","small","med","unacc"
"695","high","med","2","2","small","med","unacc"
"696","vhigh","med","2","more","med","low","unacc"
"697","med","low","2","more","med","med","good"
"698","vhigh","low","2","2","med","med","unacc"
"699","med","low","5more","more","big","low","unacc"
"700","high","vhigh","4","4","big","med","unacc"
"701","med","high","5more","4","small","high","acc"
"702","med","high","4","4","small","high","acc"
"703","med","vhigh","2","2","med","med","unacc"
"704","low","med","5more","2","big","med","unacc"
"705","high","low","3","more","med","high","acc"
"706","low","med","2","more","big","med","acc"
"707","high","high","3","4","small","med","unacc"
"708","vhigh","vhigh","5more","4","med","high","unacc"
"709","vhigh","low","2","more","big","high","unacc"
"710","high","high","4","more","small","low","unacc"
"711","low","low","2","2","small","high","unacc"
"712","med","vhigh","2","4","big","low","unacc"
"713","vhigh","high","2","4","med","high","unacc"
"714","high","vhigh","4","4","small","high","unacc"
"715","med","high","3","2","big","med","unacc"
"716","med","vhigh","5more","4","med","high","acc"
"717","vhigh","vhigh","2","4","med","med","unacc"
"718","vhigh","high","5more","4","small","high","unacc"
"719","vhigh","vhigh","4","more","small","med","unacc"
"720","vhigh","high","3","2","med","low","unacc"
"721","low","low","3","more","small","high","acc"
"722","low","med","4","more","big","high","vgood"
"723","high","med","4","2","med","high","unacc"
"724","med","med","2","more","small","low","unacc"
"725","vhigh","vhigh","2","more","med","high","unacc"
"726","vhigh","med","5more","more","small","high","acc"
"727","med","high","4","more","small","high","acc"
"728","high","med","3","2","med","med","unacc"
"729","high","vhigh","4","2","small","high","unacc"
"730","low","med","4","4","small","high","good"
"731","high","vhigh","2","2","small","low","unacc"
"732","vhigh","high","2","more","small","high","unacc"
"733","low","low","3","more","med","high","vgood"
"734","vhigh","high","4","2","small","low","unacc"
"735","high","vhigh","2","2","med","med","unacc"
"736","low","high","2","4","big","low","unacc"
"737","low","vhigh","3","2","med","med","unacc"
"738","vhigh","high","5more","2","small","low","unacc"
"739","med","vhigh","2","4","med","low","unacc"
"740","high","med","2","more","big","med","unacc"
"741","high","low","2","4","small","high","acc"
"742","high","vhigh","4","4","small","med","unacc"
"743","high","med","4","more","small","low","acc"
"744","low","med","3","more","med","high","good"
"745","med","med","3","2","big","med","unacc"
"746","high","high","2","more","small","low","unacc"
"747","vhigh","high","3","4","small","low","unacc"
"748","vhigh","vhigh","5more","2","small","low","unacc"
"749","med","low","2","more","big","high","good"
"750","vhigh","low","5more","2","small","high","good"
"751","high","high","5more","more","big","med","acc"
"752","high","high","3","2","med","med","unacc"
"753","med","high","4","2","med","high","unacc"
"754","high","low","4","more","big","low","unacc"
"755","med","med","3","2","big","high","unacc"
"756","med","low","3","more","small","low","unacc"
"757","low","low","2","4","small","high","good"
"758","low","high","2","more","med","high","unacc"
"759","high","med","5more","more","med","med","acc"
"760","high","vhigh","5more","2","small","high","unacc"
"761","vhigh","high","5more","2","small","med","unacc"
"762","high","med","4","4","med","med","unacc"
"763","vhigh","vhigh","4","4","big","med","unacc"
"764","low","low","2","4","small","low","unacc"
"765","med","low","3","more","big","high","vgood"
"766","med","high","5more","more","small","high","acc"
"767","low","vhigh","2","more","small","low","unacc"
"768","low","vhigh","2","4","small","low","unacc"
"769","med","low","3","2","med","med","unacc"
"770","low","low","4","2","big","low","unacc"
"771","high","low","2","4","small","med","unacc"
"772","high","med","4","more","med","med","acc"
"773","vhigh","med","4","4","small","low","unacc"
"774","low","med","5more","more","small","low","unacc"
"775","low","high","5more","2","big","low","unacc"
"776","low","vhigh","5more","more","small","low","unacc"
"777","high","vhigh","4","4","big","low","unacc"
"778","high","vhigh","5more","4","big","low","unacc"
"779","med","high","5more","more","big","high","unacc"
"780","med","med","5more","2","med","low","unacc"
"781","high","low","2","more","med","low","unacc"
"782","high","low","3","2","med","high","unacc"
"783","low","vhigh","2","more","big","high","acc"
"784","vhigh","med","3","more","big","med","acc"
"785","vhigh","low","2","2","small","high","unacc"
"786","low","high","3","4","big","high","acc"
"787","vhigh","high","3","more","med","low","unacc"
"788","low","high","3","2","small","high","unacc"
"789","low","med","2","more","small","high","unacc"
"790","med","high","3","more","med","med","unacc"
"791","med","med","5more","4","small","low","unacc"
"792","vhigh","low","2","2","med","low","unacc"
"793","high","med","5more","2","small","med","unacc"
"794","high","med","3","4","small","low","unacc"
"795","med","low","4","2","med","low","unacc"
"796","high","low","4","more","med","high","acc"
"797","high","high","2","more","med","low","unacc"
"798","low","high","4","more","big","low","unacc"
"799","low","vhigh","4","more","med","high","vgood"
"800","high","vhigh","5more","4","big","med","unacc"
"801","vhigh","vhigh","4","more","small","med","unacc"
"802","med","high","5more","2","small","high","unacc"
"803","vhigh","med","5more","more","big","med","unacc"
"804","high","med","4","4","small","high","acc"
"805","vhigh","high","2","4","med","low","unacc"
"806","vhigh","low","3","4","med","low","unacc"
"807","med","high","5more","2","small","high","unacc"
"808","high","med","5more","4","big","low","unacc"
"809","high","med","4","4","small","low","unacc"
"810","vhigh","low","3","more","small","high","unacc"
"811","vhigh","high","2","more","big","low","unacc"
"812","med","low","4","4","small","low","unacc"
"813","low","low","5more","more","big","med","good"
"814","vhigh","med","3","more","big","high","vgood"
"815","vhigh","low","3","4","small","med","unacc"
"816","low","high","4","2","small","low","unacc"
"817","vhigh","high","5more","more","med","med","unacc"
"818","high","vhigh","4","more","med","low","unacc"
"819","med","low","3","more","big","high","vgood"
"820","vhigh","low","2","2","med","med","unacc"
"821","med","low","2","2","big","low","unacc"
"822","high","low","2","more","med","high","acc"
"823","vhigh","med","3","2","big","low","unacc"
"824","low","low","5more","2","big","med","unacc"
"825","vhigh","high","5more","2","small","med","unacc"
"826","vhigh","vhigh","5more","2","med","high","unacc"
"827","high","med","5more","4","med","low","unacc"
"828","low","high","3","2","big","high","acc"
"829","high","low","5more","2","small","high","unacc"
"830","high","high","3","4","small","low","unacc"
"831","high","low","3","4","small","low","unacc"
"832","low","low","2","4","big","med","good"
"833","med","vhigh","5more","4","med","low","unacc"
"834","low","vhigh","4","4","med","med","acc"
"835","vhigh","vhigh","5more","2","med","low","unacc"
"836","vhigh","vhigh","3","4","med","high","acc"
"837","med","low","2","2","big","low","unacc"
"838","high","high","2","more","small","high","unacc"
"839","med","med","5more","more","small","low","unacc"
"840","med","vhigh","2","more","small","low","unacc"
"841","med","med","5more","more","med","med","acc"
"842","high","low","4","more","small","low","unacc"
"843","low","low","2","more","med","low","unacc"
"844","med","low","4","more","med","med","good"
"845","vhigh","low","2","2","small","med","unacc"
"846","vhigh","vhigh","3","more","big","low","unacc"
"847","vhigh","med","5more","2","med","low","unacc"
"848","high","low","3","2","small","high","unacc"
"849","high","low","5more","2","small","high","unacc"
"850","med","high","5more","more","med","med","unacc"
"851","vhigh","high","2","more","big","high","unacc"
"852","low","vhigh","4","2","small","low","unacc"
"853","vhigh","high","3","4","med","low","unacc"
"854","high","low","3","4","med","low","unacc"
"855","vhigh","med","5more","2","small","low","unacc"
"856","high","low","4","more","med","low","unacc"
"857","low","vhigh","4","2","med","high","unacc"
"858","vhigh","vhigh","5more","2","med","low","unacc"
"859","low","med","2","4","big","low","unacc"
"860","vhigh","vhigh","4","2","med","low","unacc"
"861","vhigh","high","5more","2","big","med","unacc"
"862","vhigh","med","4","2","big","low","unacc"
"863","med","high","2","more","small","med","acc"
"864","med","high","4","4","small","high","acc"
"865","high","med","2","more","big","med","acc"
"866","vhigh","high","3","2","big","low","unacc"
"867","low","low","5more","more","small","high","good"
"868","vhigh","low","4","4","small","high","unacc"
"869","low","med","4","2","med","low","unacc"
"870","vhigh","vhigh","2","2","small","med","acc"
"871","low","high","4","2","big","med","unacc"
"872","high","low","2","more","small","high","acc"
"873","high","low","3","2","small","low","unacc"
"874","vhigh","vhigh","3","more","small","low","unacc"
"875","low","high","5more","more","big","high","acc"
"876","med","med","3","4","big","high","vgood"
"877","med","vhigh","2","more","big","low","unacc"
"878","vhigh","med","2","4","big","low","unacc"
"879","vhigh","low","2","4","med","high","acc"
"880","med","high","3","more","big","high","acc"
"881","med","high","5more","4","big","med","acc"
"882","med","med","4","2","big","low","unacc"
